%time,field.header.seq,field.header.stamp,field.header.frame_id,field.point_id,field.x,field.y,field.z,field.range,field.velocity,field.doppler_bin,field.bearing,field.intensity
1571299394745116035,869948,1571299394734408244,ti_mmwave,0,0.015625,-0.041015625,0.0,0.0435719527304,0.0,8,-69.1455459595,27.8532981873
1571299394745127389,869949,1571299394734459445,ti_mmwave,2,0.044921875,0.123046875,0.0,0.130715861917,0.0,8,69.9439086914,24.8144264221
1571299394745129593,869950,1571299394734465288,ti_mmwave,3,0.873046875,-0.0,0.0,0.871439039707,0.0,8,-0.0,10.7918128967
1571299394745131567,869951,1571299394734469426,ti_mmwave,4,0.916015625,0.029296875,0.0,0.915010988712,0.0,8,1.8318631649,12.5527248383
1571299394745133726,869952,1571299394734473296,ti_mmwave,5,0.958984375,0.029296875,0.0,0.958582937717,0.0,8,1.74983596802,9.54242515564
1571299394745136467,869953,1571299394734477259,ti_mmwave,6,1.5078125,0.23828125,0.0,1.52501833439,0.0,8,8.98024940491,10.0
1571299394745138466,869954,1571299394734481387,ti_mmwave,7,2.380859375,-1.619140625,0.0,2.87574887276,0.0,8,-34.2182731628,18.5733242035
1571299394745140939,869955,1571299394734485316,ti_mmwave,8,2.416015625,-1.64453125,0.0,2.91932082176,0.0,8,-34.2422981262,18.8081359863
1571299394745143506,869956,1571299394734489698,ti_mmwave,9,2.453125,-1.66796875,0.0,2.96289277077,0.0,8,-34.2132072449,19.7312793732
1571299394745145364,869957,1571299394734493771,ti_mmwave,10,2.48828125,-1.693359375,0.0,3.00646471977,0.0,8,-34.2366104126,23.2428245544
1571299394745147576,869958,1571299394734497634,ti_mmwave,11,2.587890625,-1.623046875,0.0,3.05003666878,0.0,8,-32.0946922302,25.3019962311
1571299394745149474,869959,1571299394734501401,ti_mmwave,12,2.625,-1.646484375,0.0,3.09360861778,0.0,8,-32.0972595215,25.1982803345
1571299394745151318,869960,1571299394734505398,ti_mmwave,13,2.720703125,-1.5703125,0.0,3.13718056679,0.0,8,-29.9923210144,24.0823993683
1571299394745153172,869961,1571299394734509611,ti_mmwave,14,2.7578125,-1.591796875,0.0,3.18075251579,0.0,8,-29.9933490753,24.1161975861
1571299394745155347,869962,1571299394734517145,ti_mmwave,15,2.796875,-1.615234375,0.0,3.2243244648,0.0,8,-30.0070362091,23.7291202545
1571299394745157482,869963,1571299394734525056,ti_mmwave,16,4.142578125,0.12890625,0.0,4.13933563232,0.0,8,1.78232049942,24.031206131
1571299394745159337,869964,1571299394734533415,ti_mmwave,17,4.1875,-0.0,0.0,4.18290758133,0.0,8,-0.0,27.9169063568
1571299394745161288,869965,1571299394734544747,ti_mmwave,18,4.232421875,-0.0,0.0,4.22647953033,0.0,8,-0.0,27.3639640808
1571299394745163194,869966,1571299394734552638,ti_mmwave,19,4.578125,0.142578125,0.0,4.57505512238,0.0,8,1.78380572796,22.9885311127
1571299394745165165,869967,1571299394734560867,ti_mmwave,20,4.623046875,0.14453125,0.0,4.61862707138,0.0,8,1.79066622257,26.0097293854
1571299394745167624,869968,1571299394734566306,ti_mmwave,21,4.66796875,-0.0,0.0,4.66219902039,0.0,8,-0.0,24.5331840515
1571299394745169885,869969,1571299394734570335,ti_mmwave,22,4.69140625,0.44140625,0.0,4.70577096939,0.0,8,5.37503623962,23.9093513489
1571299394745171915,869970,1571299394734574860,ti_mmwave,23,4.734375,0.4453125,0.0,4.7493429184,0.0,8,5.37339782715,22.5767860413
